Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2023
Nomemapa=c:\tabwin\br_municip.map
"Município";"01 Ações de promoção e prevenção em saúde";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"220027 ALEGRETE DO PIAUI";0;0;0;0;0;0;0;0;0
"220030 ALTO LONGA";0;1;75;0;0;0;0;6;82
"220040 ALTOS";0;151;576;8;0;0;0;94;829
"220045 ALVORADA DO GURGUEIA";0;0;0;0;0;0;0;0;0
"220050 AMARANTE";0;0;285;13;0;0;0;172;470
"220060 ANGICAL DO PIAUI";0;0;0;0;0;0;0;0;0
"220070 ANISIO DE ABREU";0;0;0;0;0;0;0;0;0
"220080 ANTONIO ALMEIDA";0;0;0;0;0;0;0;0;0
"220090 AROAZES";0;0;0;0;0;0;0;0;0
"220095 AROEIRAS DO ITAIM";0;0;0;0;0;0;0;0;0
"220100 ARRAIAL";0;0;20;0;0;0;0;2;22
"220105 ASSUNCAO DO PIAUI";0;0;0;0;0;0;0;0;0
"220110 AVELINO LOPES";0;0;0;0;0;0;0;0;0
"220115 BAIXA GRANDE DO RIBEIRO";0;0;0;0;0;0;0;0;0
"220117 BARRA D'ALCANTARA";0;0;0;0;0;0;0;0;0
"220120 BARRAS";0;0;754;118;0;0;0;0;872
"220130 BARREIRAS DO PIAUI";0;0;0;0;0;0;0;0;0
"220140 BARRO DURO";0;0;0;0;0;0;0;0;0
"220150 BATALHA";0;10;71;0;0;0;0;68;149
"220155 BELA VISTA DO PIAUI";0;0;0;0;0;0;0;0;0
"220157 BELEM DO PIAUI";0;0;0;0;0;0;0;0;0
"220160 BENEDITINOS";0;0;58;0;0;0;0;28;86
"220170 BERTOLINIA";0;0;0;0;0;0;0;0;0
"220173 BETANIA DO PIAUI";0;0;0;0;0;0;0;0;0
"220177 BOA HORA";0;0;0;0;0;0;0;0;0
"220180 BOCAINA";0;0;0;0;0;0;0;0;0
"220190 BOM JESUS";0;1401;2624;347;0;8;0;647;5027
"220191 BOM PRINCIPIO DO PIAUI";0;0;0;0;0;0;0;0;0
"220192 BONFIM DO PIAUI";0;0;0;0;0;0;0;0;0
"220194 BOQUEIRAO DO PIAUI";0;0;0;0;0;0;0;0;0
"220196 BRASILEIRA";0;0;0;0;0;0;0;0;0
"220198 BREJO DO PIAUI";0;0;0;0;0;0;0;0;0
"220200 BURITI DOS LOPES";0;0;0;0;0;0;0;0;0
"220202 BURITI DOS MONTES";0;0;0;0;0;0;0;0;0
"220205 CABECEIRAS DO PIAUI";0;0;0;0;0;0;0;0;0
"220207 CAJAZEIRAS DO PIAUI";0;0;0;0;0;0;0;0;0
"220208 CAJUEIRO DA PRAIA";0;0;0;0;0;0;0;0;0
"220209 CALDEIRAO GRANDE DO PIAUI";0;0;0;0;0;0;0;0;0
"220210 CAMPINAS DO PIAUI";0;0;0;0;0;0;0;0;0
"220211 CAMPO ALEGRE DO FIDALGO";0;0;0;0;0;0;0;0;0
"220213 CAMPO GRANDE DO PIAUI";0;0;0;0;0;0;0;0;0
"220217 CAMPO LARGO DO PIAUI";0;0;0;0;0;0;0;0;0
"220220 CAMPO MAIOR";0;1836;3250;285;0;0;44;1164;6579
"220225 CANAVIEIRA";0;0;0;0;0;0;0;0;0
"220230 CANTO DO BURITI";0;0;442;0;0;0;0;160;602
"220240 CAPITAO DE CAMPOS";0;0;0;0;0;0;0;0;0
"220245 CAPITAO GERVASIO OLIVEIRA";0;0;0;0;0;0;0;0;0
"220250 CARACOL";0;0;0;0;0;0;0;0;0
"220253 CARAUBAS DO PIAUI";0;0;0;0;0;0;0;0;0
"220255 CARIDADE DO PIAUI";0;0;0;0;0;0;0;0;0
"220260 CASTELO DO PIAUI";0;13;205;0;0;0;0;72;290
"220265 CAXINGO";0;0;0;0;0;0;0;0;0
"220270 COCAL";0;1;396;0;0;0;0;256;653
"220271 COCAL DE TELHA";0;0;0;0;0;0;0;0;0
"220272 COCAL DOS ALVES";0;0;0;0;0;0;0;0;0
"220273 COIVARAS";0;0;0;0;0;0;0;0;0
"220275 COLONIA DO GURGUEIA";0;0;0;0;0;0;0;0;0
"220277 COLONIA DO PIAUI";0;0;0;0;0;0;0;0;0
"220280 CONCEICAO DO CANINDE";0;0;0;0;0;0;0;0;0
"220285 CORONEL JOSE DIAS";0;0;0;0;0;0;0;0;0
"220290 CORRENTE";0;51;169;77;0;0;0;78;375
"220300 CRISTALANDIA DO PIAUI";0;0;0;0;0;0;0;0;0
"220310 CRISTINO CASTRO";0;0;224;0;0;0;0;78;302
"220320 CURIMATA";0;15;289;15;0;0;0;116;435
"220323 CURRAIS";0;0;0;0;0;0;0;0;0
"220325 CURRALINHOS";0;0;0;0;0;0;0;0;0
"220327 CURRAL NOVO DO PIAUI";0;0;0;0;0;0;0;0;0
"220330 DEMERVAL LOBAO";0;960;170;73;0;0;0;47;1250
"220335 DIRCEU ARCOVERDE";0;0;0;0;0;0;0;0;0
"220340 DOM EXPEDITO LOPES";0;0;0;0;0;0;0;0;0
"220342 DOMINGOS MOURAO";0;0;0;0;0;0;0;0;0
"220345 DOM INOCENCIO";0;0;0;0;0;0;0;0;0
"220350 ELESBAO VELOSO";0;0;289;0;0;0;0;146;435
"220360 ELISEU MARTINS";0;0;0;0;0;0;0;0;0
"220370 ESPERANTINA";0;1134;857;199;0;0;20;814;3024
"220375 FARTURA DO PIAUI";0;0;0;0;0;0;0;0;0
"220380 FLORES DO PIAUI";0;0;0;0;0;0;0;0;0
"220385 FLORESTA DO PIAUI";0;0;0;0;0;0;0;0;0
"220390 FLORIANO";0;13124;3512;921;0;17;11;5720;23305
"220400 FRANCINOPOLIS";0;0;28;0;0;0;0;11;39
"220410 FRANCISCO AYRES";0;0;0;0;0;0;0;0;0
"220415 FRANCISCO MACEDO";0;0;0;0;0;0;0;0;0
"220420 FRANCISCO SANTOS";0;0;0;0;0;0;0;0;0
"220430 FRONTEIRAS";0;0;799;0;0;0;0;0;799
"220435 GEMINIANO";0;0;0;0;0;0;0;0;0
"220440 GILBUES";0;0;0;0;0;0;0;0;0
"220450 GUADALUPE";0;8;297;0;0;0;0;35;340
"220455 GUARIBAS";0;0;0;0;0;0;0;0;0
"220460 HUGO NAPOLEAO";0;0;0;0;0;0;0;0;0
"220465 ILHA GRANDE";0;0;0;0;0;0;0;0;0
"220470 INHUMA";0;0;189;0;0;0;0;2;191
"220480 IPIRANGA DO PIAUI";0;0;15;0;0;0;0;0;15
"220490 ISAIAS COELHO";0;0;0;0;0;0;0;0;0
"220500 ITAINOPOLIS";0;0;0;0;0;0;0;0;0
"220510 ITAUEIRA";0;0;94;14;0;0;0;27;135
"220515 JACOBINA DO PIAUI";0;0;0;0;0;0;0;0;0
"220520 JAICOS";0;20;666;19;0;0;0;149;854
"220525 JARDIM DO MULATO";0;0;0;0;0;0;0;0;0
"220527 JATOBA DO PIAUI";0;0;0;0;0;0;0;0;0
"220530 JERUMENHA";0;0;0;0;0;0;0;0;0
"220535 JOAO COSTA";0;0;0;0;0;0;0;0;0
"220540 JOAQUIM PIRES";0;0;74;0;0;0;0;0;74
"220545 JOCA MARQUES";0;0;0;0;0;0;0;0;0
"220550 JOSE DE FREITAS";0;0;643;0;0;0;0;259;902
"220551 JUAZEIRO DO PIAUI";0;0;0;0;0;0;0;0;0
"220552 JULIO BORGES";0;0;0;0;0;0;0;0;0
"220553 JUREMA";0;0;0;0;0;0;0;0;0
"220554 LAGOINHA DO PIAUI";0;0;0;0;0;0;0;0;0
"220555 LAGOA ALEGRE";0;0;0;0;0;0;0;0;0
"220556 LAGOA DO BARRO DO PIAUI";0;0;0;0;0;0;0;0;0
"220557 LAGOA DE SAO FRANCISCO";0;0;0;0;0;0;0;0;0
"220558 LAGOA DO PIAUI";0;0;0;0;0;0;0;0;0
"220559 LAGOA DO SITIO";0;0;0;0;0;0;0;0;0
"220560 LANDRI SALES";0;0;0;0;0;0;0;0;0
"220570 LUIS CORREIA";0;0;14;0;0;0;0;0;14
"220580 LUZILANDIA";0;1796;491;252;0;0;0;323;2862
"220585 MADEIRO";0;0;0;0;0;0;0;0;0
"220590 MANOEL EMIDIO";0;0;0;0;0;0;0;0;0
"220595 MARCOLANDIA";0;0;0;0;0;0;0;0;0
"220600 MARCOS PARENTE";0;0;0;0;0;0;0;0;0
"220605 MASSAPE DO PIAUI";0;0;0;0;0;0;0;0;0
"220610 MATIAS OLIMPIO";0;0;0;0;0;0;0;0;0
"220620 MIGUEL ALVES";0;0;338;0;0;0;0;123;461
"220630 MIGUEL LEAO";0;0;0;0;0;0;0;0;0
"220635 MILTON BRANDAO";0;0;0;0;0;0;0;0;0
"220640 MONSENHOR GIL";0;0;0;0;0;0;0;0;0
"220650 MONSENHOR HIPOLITO";0;0;27;0;0;0;0;0;27
"220660 MONTE ALEGRE DO PIAUI";0;0;0;0;0;0;0;0;0
"220665 MORRO CABECA NO TEMPO";0;0;0;0;0;0;0;0;0
"220667 MORRO DO CHAPEU DO PIAUI";0;0;0;0;0;0;0;0;0
"220669 MURICI DOS PORTELAS";0;0;0;0;0;0;0;0;0
"220670 NAZARE DO PIAUI";0;0;0;0;0;0;0;0;0
"220672 NAZARIA";0;0;0;0;0;0;0;0;0
"220675 NOSSA SENHORA DE NAZARE";0;0;0;0;0;0;0;0;0
"220680 NOSSA SENHORA DOS REMEDIOS";0;0;0;0;0;0;0;0;0
"220690 NOVO ORIENTE DO PIAUI";0;0;0;0;0;0;0;0;0
"220695 NOVO SANTO ANTONIO";0;0;0;0;0;0;0;0;0
"220700 OEIRAS";0;6531;2913;446;0;11;0;1871;11772
"220710 OLHO D'AGUA DO PIAUI";0;0;0;0;0;0;0;0;0
"220720 PADRE MARCOS";0;0;0;0;0;0;0;0;0
"220730 PAES LANDIM";0;0;16;0;0;0;0;2;18
"220735 PAJEU DO PIAUI";0;0;0;0;0;0;0;0;0
"220740 PALMEIRA DO PIAUI";0;0;0;0;0;0;0;0;0
"220750 PALMEIRAIS";0;0;0;0;0;0;0;0;0
"220755 PAQUETA";0;0;0;0;0;0;0;0;0
"220760 PARNAGUA";0;0;443;0;0;0;0;137;580
"220770 PARNAIBA";0;17051;6343;925;3;25;100;6659;31106
"220775 PASSAGEM FRANCA DO PIAUI";0;0;0;0;0;0;0;0;0
"220777 PATOS DO PIAUI";0;0;0;0;0;0;0;0;0
"220779 PAU D'ARCO DO PIAUI";0;0;0;0;0;0;0;0;0
"220780 PAULISTANA";0;32;469;42;0;0;0;152;695
"220785 PAVUSSU";0;0;0;0;0;0;0;0;0
"220790 PEDRO II";0;1261;1492;137;0;0;0;727;3617
"220793 PEDRO LAURENTINO";0;0;0;0;0;0;0;0;0
"220795 NOVA SANTA RITA";0;0;0;0;0;0;0;0;0
"220800 PICOS";0;11969;3637;555;0;11;35;3311;19518
"220810 PIMENTEIRAS";0;0;0;0;0;0;0;0;0
"220820 PIO IX";0;0;147;0;0;0;0;128;275
"220830 PIRACURUCA";0;0;0;0;0;0;0;0;0
"220840 PIRIPIRI";0;3667;253;303;0;13;0;416;4652
"220850 PORTO";0;0;101;0;0;0;0;20;121
"220855 PORTO ALEGRE DO PIAUI";0;0;0;0;0;0;0;0;0
"220860 PRATA DO PIAUI";0;0;0;0;0;0;0;0;0
"220865 QUEIMADA NOVA";0;0;0;0;0;0;0;0;0
"220870 REDENCAO DO GURGUEIA";0;0;0;0;0;0;0;0;0
"220880 REGENERACAO";0;7;421;0;0;0;0;118;546
"220885 RIACHO FRIO";0;0;0;0;0;0;0;0;0
"220887 RIBEIRA DO PIAUI";0;0;0;0;0;0;0;0;0
"220890 RIBEIRO GONCALVES";0;0;54;0;0;0;0;0;54
"220900 RIO GRANDE DO PIAUI";0;0;0;0;0;0;0;0;0
"220910 SANTA CRUZ DO PIAUI";0;0;0;0;0;0;0;0;0
"220915 SANTA CRUZ DOS MILAGRES";0;0;0;0;0;0;0;0;0
"220920 SANTA FILOMENA";0;0;0;0;0;0;0;0;0
"220930 SANTA LUZ";0;0;0;0;0;0;0;0;0
"220935 SANTANA DO PIAUI";0;0;0;0;0;0;0;0;0
"220937 SANTA ROSA DO PIAUI";0;0;0;0;0;0;0;0;0
"220940 SANTO ANTONIO DE LISBOA";0;0;0;0;0;0;0;0;0
"220945 SANTO ANTONIO DOS MILAGRES";0;0;0;0;0;0;0;0;0
"220950 SANTO INACIO DO PIAUI";0;0;0;0;0;0;0;0;0
"220955 SAO BRAZ DO PIAUI";0;0;0;0;0;0;0;0;0
"220960 SAO FELIX DO PIAUI";0;0;2;0;0;0;0;0;2
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";0;0;0;0;0;0;0;0;0
"220970 SAO FRANCISCO DO PIAUI";0;0;0;0;0;0;0;0;0
"220975 SAO GONCALO DO GURGUEIA";0;0;0;0;0;0;0;0;0
"220980 SAO GONCALO DO PIAUI";0;0;0;0;0;0;0;0;0
"220985 SAO JOAO DA CANABRAVA";0;0;0;0;0;0;0;0;0
"220987 SAO JOAO DA FRONTEIRA";0;0;0;0;0;0;0;0;0
"220990 SAO JOAO DA SERRA";0;0;0;0;0;0;0;0;0
"220995 SAO JOAO DA VARJOTA";0;0;0;0;0;0;0;0;0
"220997 SAO JOAO DO ARRAIAL";0;0;0;0;0;0;0;0;0
"221000 SAO JOAO DO PIAUI";0;494;2200;50;0;0;0;217;2961
"221005 SAO JOSE DO DIVINO";0;0;0;0;0;0;0;0;0
"221010 SAO JOSE DO PEIXE";0;0;0;0;0;0;0;0;0
"221020 SAO JOSE DO PIAUI";0;0;0;0;0;0;0;0;0
"221030 SAO JULIAO";0;0;0;0;0;0;0;0;0
"221035 SAO LOURENCO DO PIAUI";0;0;0;0;0;0;0;0;0
"221037 SAO LUIS DO PIAUI";0;0;0;0;0;0;0;0;0
"221038 SAO MIGUEL DA BAIXA GRANDE";0;0;0;0;0;0;0;0;0
"221039 SAO MIGUEL DO FIDALGO";0;0;0;0;0;0;0;0;0
"221040 SAO MIGUEL DO TAPUIO";0;3;182;10;0;0;0;70;265
"221050 SAO PEDRO DO PIAUI";0;108;186;38;0;0;0;48;380
"221060 SAO RAIMUNDO NONATO";0;204;2536;334;0;0;0;1889;4963
"221062 SEBASTIAO BARROS";0;0;0;0;0;0;0;0;0
"221063 SEBASTIAO LEAL";0;0;0;0;0;0;0;0;0
"221065 SIGEFREDO PACHECO";0;0;0;0;0;0;0;0;0
"221070 SIMOES";0;0;523;0;0;0;0;128;651
"221080 SIMPLICIO MENDES";0;0;0;0;0;0;0;0;0
"221090 SOCORRO DO PIAUI";0;0;0;0;0;0;0;0;0
"221093 SUSSUAPARA";0;0;0;0;0;0;0;0;0
"221095 TAMBORIL DO PIAUI";0;0;0;0;0;0;0;0;0
"221097 TANQUE DO PIAUI";0;0;0;0;0;0;0;0;0
"221100 TERESINA";3;184592;185764;11095;325;1568;2870;46679;432896
"221110 UNIAO";0;32;314;0;0;0;0;95;441
"221120 URUCUI";0;593;573;64;0;0;0;346;1576
"221130 VALENCA DO PIAUI";0;183;487;209;0;0;0;207;1086
"221135 VARZEA BRANCA";0;0;0;0;0;0;0;0;0
"221140 VARZEA GRANDE";0;0;0;0;0;0;0;0;0
"221150 VERA MENDES";0;0;0;0;0;0;0;0;0
"221160 VILA NOVA DO PIAUI";0;0;0;0;0;0;0;0;0
"221170 WALL FERRAZ";0;0;0;0;0;0;0;0;0
" MUNICIPIO IGNORADO - CE";0;0;0;0;0;0;0;0;0
"230010 ABAIARA";0;0;0;0;0;0;0;0;0
"230015 ACARAPE";0;0;0;0;0;0;0;0;0
"230020 ACARAU";0;1036;972;114;0;0;0;632;2754
"230030 ACOPIARA";0;336;875;110;0;0;0;277;1598
"230040 AIUABA";0;0;26;0;0;0;0;0;26
"230050 ALCANTARAS";0;0;0;0;0;0;0;0;0
"230060 ALTANEIRA";0;0;31;0;0;0;0;100;131
"230070 ALTO SANTO";0;848;416;0;0;0;0;56;1320
"230075 AMONTADA";0;0;0;0;0;0;0;0;0
"230080 ANTONINA DO NORTE";0;0;4;0;0;0;0;16;20
"230090 APUIARES";0;65;47;0;0;0;0;0;112
"230100 AQUIRAZ";0;644;537;142;0;0;0;399;1722
"230110 ARACATI";0;2700;6510;511;0;2;0;1685;11408
"230120 ARACOIABA";0;2384;380;657;0;0;27;885;4333
"230125 ARARENDA";0;0;0;0;0;0;0;0;0
"230130 ARARIPE";0;342;53;0;0;0;0;246;641
"230140 ARATUBA";0;0;17;0;0;0;0;0;17
"230150 ARNEIROZ";0;0;0;0;0;0;0;0;0
"230160 ASSARE";0;0;35;12;0;0;0;25;72
"230170 AURORA";0;787;66;89;0;0;0;229;1171
"230180 BAIXIO";0;0;3;0;0;0;0;2;5
"230185 BANABUIU";0;0;66;6;0;0;0;42;114
"230190 BARBALHA";0;31771;17744;1634;65;533;1054;8566;61367
"230195 BARREIRA";0;0;32;0;0;0;0;0;32
"230200 BARRO";0;0;26;0;0;0;0;0;26
"230205 BARROQUINHA";0;0;0;0;0;0;0;0;0
"230210 BATURITE";0;653;809;75;0;0;0;416;1953
"230220 BEBERIBE";0;855;407;41;0;0;0;545;1848
"230230 BELA CRUZ";0;22;258;63;0;0;0;154;497
"230240 BOA VIAGEM";0;0;0;0;0;0;0;0;0
"230250 BREJO SANTO";0;12293;3800;544;0;9;98;2390;19134
"230260 CAMOCIM";0;1148;369;158;0;0;7;638;2320
"230270 CAMPOS SALES";0;154;54;10;0;0;0;364;582
"230280 CANINDE";0;2902;1934;425;0;0;121;1769;7151
"230290 CAPISTRANO";0;97;87;0;0;0;0;0;184
"230300 CARIDADE";0;2;36;0;0;0;0;13;51
"230310 CARIRE";0;0;24;9;0;0;0;117;150
"230320 CARIRIACU";0;523;244;0;0;0;0;85;852
"230330 CARIUS";0;0;204;0;0;0;0;186;390
"230340 CARNAUBAL";0;263;912;0;0;0;0;114;1289
"230350 CASCAVEL";0;968;1648;113;0;5;0;457;3191
"230360 CATARINA";0;1;35;0;0;0;0;0;36
"230365 CATUNDA";0;0;238;0;0;0;0;44;282
"230370 CAUCAIA";0;3158;12370;494;0;5;0;1980;18007
"230380 CEDRO";0;69;194;54;0;0;0;0;317
"230390 CHAVAL";0;3;87;0;0;0;0;77;167
"230393 CHORO";0;0;6;0;0;0;0;0;6
"230395 CHOROZINHO";0;0;21;0;0;0;0;0;21
"230400 COREAU";0;0;19;1;0;0;0;0;20
"230410 CRATEUS";0;5487;537;470;0;0;31;2494;9019
"230420 CRATO";0;12800;5766;704;7;26;101;3421;22825
"230423 CROATA";0;210;60;0;0;0;0;119;389
"230425 CRUZ";0;1932;371;45;0;0;0;428;2776
"230426 DEPUTADO IRAPUAN PINHEIRO";0;0;8;0;0;0;0;10;18
"230427 ERERE";0;0;2;0;0;0;0;0;2
"230428 EUSEBIO";0;270;80;319;0;0;0;1052;1721
"230430 FARIAS BRITO";0;993;93;16;0;0;0;177;1279
"230435 FORQUILHA";0;0;0;0;0;0;0;0;0
"230440 FORTALEZA";0;334706;228723;13776;1396;7800;4698;134551;725650
"230445 FORTIM";0;214;20;0;0;0;0;0;234
"230450 FRECHEIRINHA";0;770;196;23;0;0;0;169;1158
